Indicator;Country;Date;value
Cases;Sierra Leone;26/10/2015;14052
Deaths;Sierra Leone;26/10/2015;3955
Cases;Spain;26/10/2015;1
Deaths;Spain;26/10/2015;0
Deaths;United Kingdom;26/10/2015;0
Cases;United Kingdom;26/10/2015;1
Cases;United States of America;26/10/2015;4
Deaths;United States of America;26/10/2015;1
Deaths;Senegal;26/10/2015;0
Cases;Senegal;27/10/2015;1
Deaths;Guinea;27/10/2015;2535
Cases;Guinea;27/10/2015;3806
Deaths;Italy;27/10/2015;0
Cases;Italy;27/10/2015;1
Cases;Liberia;27/10/2015;10666
Deaths;Liberia;27/10/2015;4806
Deaths;Liberia 2;27/10/2015;2
Cases;Liberia 2;27/10/2015;6
Deaths;Mali;27/10/2015;6
Cases;Mali;27/10/2015;8
Cases;Nigeria;27/10/2015;20
Deaths;Nigeria;27/10/2015;8
Deaths;Sierra Leone;27/10/2015;3955
Cases;Sierra Leone;27/10/2015;14061
Cases;Spain;27/10/2015;1
Deaths;Spain;27/10/2015;0
Deaths;United Kingdom;27/10/2015;0
Cases;United Kingdom;27/10/2015;1
Cases;United States of America;27/10/2015;4
Deaths;United States of America;27/10/2015;1
Deaths;Senegal;27/10/2015;0
Cases;Senegal;29/10/2015;1
Cases;Guinea;29/10/2015;3808
Deaths;Guinea;29/10/2015;2536
Deaths;Italy;29/10/2015;0
Cases;Italy;29/10/2015;1
Deaths;Liberia;29/10/2015;4806
Cases;Liberia;29/10/2015;10666
Cases;Liberia 2;29/10/2015;6
Deaths;Liberia 2;29/10/2015;2
Deaths;Mali;29/10/2015;6
Cases;Mali;29/10/2015;8
Cases;Nigeria;29/10/2015;20
Deaths;Nigeria;29/10/2015;8
Deaths;Sierra Leone;29/10/2015;3955
Cases;Sierra Leone;29/10/2015;14066
Cases;Spain;29/10/2015;1
Deaths;Spain;29/10/2015;0
Deaths;United Kingdom;29/10/2015;0
Cases;United Kingdom;29/10/2015;1
Cases;United States of America;29/10/2015;4
Deaths;United States of America;29/10/2015;1
Deaths;Senegal;29/10/2015;0
Cases;Senegal;30/10/2015;1
Cases;Guinea;30/10/2015;3808
Deaths;Guinea;30/10/2015;2536
Deaths;Italy;30/10/2015;0
Cases;Italy;30/10/2015;1
Deaths;Liberia;30/10/2015;4806
Cases;Liberia;30/10/2015;10666
Cases;Liberia 2;30/10/2015;6
Deaths;Liberia 2;30/10/2015;2
Deaths;Mali;30/10/2015;6
Cases;Mali;30/10/2015;8
Cases;Nigeria;30/10/2015;20
Deaths;Nigeria;30/10/2015;8
Cases;Sierra Leone;30/10/2015;14067
Deaths;Sierra Leone;30/10/2015;3955
Cases;Spain;30/10/2015;1
Deaths;Spain;30/10/2015;0
Deaths;United Kingdom;30/10/2015;0
Cases;United Kingdom;30/10/2015;1
Cases;United States of America;30/10/2015;4
Deaths;United States of America;30/10/2015;1
Deaths;Senegal;30/10/2015;0
Cases;Senegal;3/11/2015;1
Deaths;Guinea;3/11/2015;2536
Cases;Guinea;3/11/2015;3810
Deaths;Italy;3/11/2015;0
Cases;Italy;3/11/2015;1
Deaths;Liberia;3/11/2015;4806
Cases;Liberia;3/11/2015;10666
Deaths;Liberia 2;3/11/2015;2
Cases;Liberia 2;3/11/2015;6
Deaths;Mali;3/11/2015;6
Cases;Mali;3/11/2015;8
Cases;Nigeria;3/11/2015;20
Deaths;Nigeria;3/11/2015;8
Deaths;Sierra Leone;3/11/2015;3955
Cases;Sierra Leone;3/11/2015;14089
Cases;Spain;3/11/2015;1
Deaths;Spain;3/11/2015;0
Deaths;United Kingdom;3/11/2015;0
Cases;United Kingdom;3/11/2015;1
Cases;United States of America;3/11/2015;4
Deaths;United States of America;3/11/2015;1
Deaths;Senegal;3/11/2015;0
Cases;Senegal;5/11/2015;1
Deaths;Guinea;5/11/2015;2536
Cases;Guinea;5/11/2015;3805
Deaths;Italy;5/11/2015;0
Cases;Italy;5/11/2015;1
Cases;Liberia;5/11/2015;10666
Deaths;Liberia;5/11/2015;4806
Deaths;Liberia 2;5/11/2015;2
Cases;Liberia 2;5/11/2015;6
Deaths;Mali;5/11/2015;6
Cases;Mali;5/11/2015;8
Cases;Nigeria;5/11/2015;20
Deaths;Nigeria;5/11/2015;8
Cases;Sierra Leone;5/11/2015;14104
Deaths;Sierra Leone;5/11/2015;3955
Cases;Spain;5/11/2015;1
Deaths;Spain;5/11/2015;0
Deaths;United Kingdom;5/11/2015;0
Cases;United Kingdom;5/11/2015;1
Cases;United States of America;5/11/2015;4
Deaths;United States of America;5/11/2015;1
Deaths;Senegal;5/11/2015;0
Cases;Senegal;6/11/2015;1
Cases;Guinea;6/11/2015;3805
Deaths;Guinea;6/11/2015;2536
Deaths;Italy;6/11/2015;0
Cases;Italy;6/11/2015;1
Cases;Liberia;6/11/2015;10666
Deaths;Liberia;6/11/2015;4806
Cases;Liberia 2;6/11/2015;6
Deaths;Liberia 2;6/11/2015;2
Deaths;Mali;6/11/2015;6
Cases;Mali;6/11/2015;8
Cases;Nigeria;6/11/2015;20
Deaths;Nigeria;6/11/2015;8
Cases;Sierra Leone;6/11/2015;14109
Deaths;Sierra Leone;6/11/2015;3955
Cases;Spain;6/11/2015;1
Deaths;Spain;6/11/2015;0
Deaths;United Kingdom;6/11/2015;0
Cases;United Kingdom;6/11/2015;1
Cases;United States of America;6/11/2015;4
Deaths;United States of America;6/11/2015;1
Deaths;Senegal;6/11/2015;0
Cases;Senegal;10/11/2015;1
Cases;Guinea;10/11/2015;3805
Deaths;Guinea;10/11/2015;2536
Deaths;Italy;10/11/2015;0
Cases;Italy;10/11/2015;1
Cases;Liberia;10/11/2015;10666
Deaths;Liberia;10/11/2015;4806
Cases;Liberia 2;10/11/2015;6
Deaths;Liberia 2;10/11/2015;2
Deaths;Mali;10/11/2015;6
Cases;Mali;10/11/2015;8
Cases;Nigeria;10/11/2015;20
Deaths;Nigeria;10/11/2015;8
Cases;Sierra Leone;10/11/2015;14122
Deaths;Sierra Leone;10/11/2015;3955
Cases;Spain;10/11/2015;1
Deaths;Spain;10/11/2015;0
Deaths;United Kingdom;10/11/2015;0
Cases;United Kingdom;10/11/2015;1
Cases;United States of America;10/11/2015;4
Deaths;United States of America;10/11/2015;1
Deaths;Senegal;10/11/2015;0
Cases;Senegal;11/11/2015;1
Cases;Guinea;11/11/2015;3805
Deaths;Guinea;11/11/2015;2536
Deaths;Italy;11/11/2015;0
Cases;Italy;11/11/2015;1
Deaths;Liberia;11/11/2015;4806
Cases;Liberia;11/11/2015;10666
Deaths;Liberia 2;11/11/2015;2
Cases;Liberia 2;11/11/2015;6
Deaths;Mali;11/11/2015;6
Cases;Mali;11/11/2015;8
Cases;Nigeria;11/11/2015;20
Deaths;Nigeria;11/11/2015;8
Cases;Sierra Leone;11/11/2015;14122
Deaths;Sierra Leone;11/11/2015;3955
Cases;Spain;11/11/2015;1
Deaths;Spain;11/11/2015;0
Deaths;United Kingdom;11/11/2015;0
Cases;United Kingdom;11/11/2015;1
Cases;United States of America;11/11/2015;4
Deaths;United States of America;11/11/2015;1
Deaths;Senegal;11/11/2015;0
Cases;Senegal;12/11/2015;1
Cases;Guinea;12/11/2015;3805
Deaths;Guinea;12/11/2015;2536
Deaths;Italy;12/11/2015;0
Cases;Italy;12/11/2015;1
Cases;Liberia;12/11/2015;10666
Deaths;Liberia;12/11/2015;4806
Cases;Liberia 2;12/11/2015;6
Deaths;Liberia 2;12/11/2015;2
Deaths;Mali;12/11/2015;6
Cases;Mali;12/11/2015;8
Cases;Nigeria;12/11/2015;20
Deaths;Nigeria;12/11/2015;8
Cases;Sierra Leone;12/11/2015;14122
Deaths;Sierra Leone;12/11/2015;3955
Cases;Spain;12/11/2015;1
Deaths;Spain;12/11/2015;0
Deaths;United Kingdom;12/11/2015;0
Cases;United Kingdom;12/11/2015;1
Cases;United States of America;12/11/2015;4
Deaths;United States of America;12/11/2015;1
Deaths;Senegal;12/11/2015;0
Cases;Senegal;16/11/2015;1
Cases;Guinea;16/11/2015;3805
Deaths;Guinea;16/11/2015;2536
Deaths;Italy;16/11/2015;0
Cases;Italy;16/11/2015;1
Deaths;Liberia;16/11/2015;4806
Cases;Liberia;16/11/2015;10666
Cases;Liberia 2;16/11/2015;6
Deaths;Liberia 2;16/11/2015;2
Deaths;Mali;16/11/2015;6
Cases;Mali;16/11/2015;8
Cases;Nigeria;16/11/2015;20
Deaths;Nigeria;16/11/2015;8
Deaths;Sierra Leone;16/11/2015;3955
Cases;Sierra Leone;16/11/2015;14122
Cases;Spain;16/11/2015;1
Deaths;Spain;16/11/2015;0
Deaths;United Kingdom;16/11/2015;0
Cases;United Kingdom;16/11/2015;1
Cases;United States of America;16/11/2015;4
Deaths;United States of America;16/11/2015;1
Deaths;Senegal;16/11/2015;0
Cases;Senegal;17/11/2015;1
Cases;Guinea;17/11/2015;3804
Deaths;Guinea;17/11/2015;2536
Deaths;Italy;17/11/2015;0
Cases;Italy;17/11/2015;1
Deaths;Liberia;17/11/2015;4806
Cases;Liberia;17/11/2015;10666
Cases;Liberia 2;17/11/2015;6
Deaths;Liberia 2;17/11/2015;2
Deaths;Mali;17/11/2015;6
Cases;Mali;17/11/2015;8
Cases;Nigeria;17/11/2015;20
Deaths;Nigeria;17/11/2015;8
Deaths;Sierra Leone;17/11/2015;3955
Cases;Sierra Leone;17/11/2015;14122
Cases;Spain;17/11/2015;1
Deaths;Spain;17/11/2015;0
Deaths;United Kingdom;17/11/2015;0
Cases;United Kingdom;17/11/2015;1
Cases;United States of America;17/11/2015;4
Deaths;United States of America;17/11/2015;1
Deaths;Senegal;17/11/2015;0
Cases;Senegal;20/11/2015;1
Cases;Guinea;20/11/2015;3804
Deaths;Guinea;20/11/2015;2536
Deaths;Italy;20/11/2015;0
Cases;Italy;20/11/2015;1
Cases;Liberia;20/11/2015;10666
Deaths;Liberia;20/11/2015;4806
Cases;Liberia 2;20/11/2015;6
Deaths;Liberia 2;20/11/2015;2
Deaths;Mali;20/11/2015;6
Cases;Mali;20/11/2015;8
Cases;Nigeria;20/11/2015;20
Deaths;Nigeria;20/11/2015;8
Deaths;Sierra Leone;20/11/2015;3955
Cases;Sierra Leone;20/11/2015;14122
Cases;Spain;20/11/2015;1
Deaths;Spain;20/11/2015;0
Deaths;United Kingdom;20/11/2015;0
Cases;United Kingdom;20/11/2015;1
Cases;United States of America;20/11/2015;4
Deaths;United States of America;20/11/2015;1
Deaths;Senegal;20/11/2015;0
Cases;Senegal;24/11/2015;1
Deaths;Guinea;24/11/2015;2536
Cases;Guinea;24/11/2015;3804
Deaths;Italy;24/11/2015;0
Cases;Italy;24/11/2015;1
Deaths;Liberia;24/11/2015;4806
Cases;Liberia;24/11/2015;10666
Deaths;Liberia 2;24/11/2015;2
Cases;Liberia 2;24/11/2015;6
Deaths;Mali;24/11/2015;6
Cases;Mali;24/11/2015;8
Cases;Nigeria;24/11/2015;20
Deaths;Nigeria;24/11/2015;8
Deaths;Sierra Leone;24/11/2015;3955
Cases;Sierra Leone;24/11/2015;14122
Cases;Spain;24/11/2015;1
Deaths;Spain;24/11/2015;0
Deaths;United Kingdom;24/11/2015;0
Cases;United Kingdom;24/11/2015;1
Cases;United States of America;24/11/2015;4
Deaths;United States of America;24/11/2015;1
Deaths;Senegal;24/11/2015;0
Cases;Senegal;26/11/2015;1
Deaths;Guinea;26/11/2015;2536
Cases;Guinea;26/11/2015;3804
Deaths;Italy;26/11/2015;0
Cases;Italy;26/11/2015;1
Cases;Liberia;26/11/2015;10666
Deaths;Liberia;26/11/2015;4806
Deaths;Liberia 2;26/11/2015;2
Cases;Liberia 2;26/11/2015;9
Deaths;Mali;26/11/2015;6
Cases;Mali;26/11/2015;8
Cases;Nigeria;26/11/2015;20
Deaths;Nigeria;26/11/2015;8
Deaths;Sierra Leone;26/11/2015;3955
Cases;Sierra Leone;26/11/2015;14122
Cases;Spain;26/11/2015;1
Deaths;Spain;26/11/2015;0
Deaths;United Kingdom;26/11/2015;0
Cases;United Kingdom;26/11/2015;1
Cases;United States of America;26/11/2015;4
Deaths;United States of America;26/11/2015;1
Deaths;Senegal;26/11/2015;0
Cases;Senegal;1/12/2015;1
Cases;Guinea;1/12/2015;3804
Deaths;Guinea;1/12/2015;2536
Deaths;Italy;1/12/2015;0
Cases;Italy;1/12/2015;1
Cases;Liberia;1/12/2015;10666
Deaths;Liberia;1/12/2015;4806
Cases;Liberia 2;1/12/2015;9
Deaths;Liberia 2;1/12/2015;2
Deaths;Mali;1/12/2015;6
Cases;Mali;1/12/2015;8
Cases;Nigeria;1/12/2015;20
Deaths;Nigeria;1/12/2015;8
Cases;Sierra Leone;1/12/2015;14122
Deaths;Sierra Leone;1/12/2015;3955
Cases;Spain;1/12/2015;1
Deaths;Spain;1/12/2015;0
Deaths;United Kingdom;1/12/2015;0
Cases;United Kingdom;1/12/2015;1
Cases;United States of America;1/12/2015;4
Deaths;United States of America;1/12/2015;1
Deaths;Senegal;1/12/2015;0
Cases;Senegal;2/12/2015;1
Deaths;Guinea;2/12/2015;2536
Cases;Guinea;2/12/2015;3804
Deaths;Italy;2/12/2015;0
Cases;Italy;2/12/2015;1
Deaths;Liberia;2/12/2015;4806
Cases;Liberia;2/12/2015;10666
Cases;Liberia 2;2/12/2015;9
Deaths;Liberia 2;2/12/2015;3
Deaths;Mali;2/12/2015;6
Cases;Mali;2/12/2015;8
Cases;Nigeria;2/12/2015;20
Deaths;Nigeria;2/12/2015;8
Deaths;Sierra Leone;2/12/2015;3955
Cases;Sierra Leone;2/12/2015;14122
Cases;Spain;2/12/2015;1
Deaths;Spain;2/12/2015;0
Deaths;United Kingdom;2/12/2015;0
Cases;United Kingdom;2/12/2015;1
Cases;United States of America;2/12/2015;4
Deaths;United States of America;2/12/2015;1
Deaths;Senegal;2/12/2015;0
Cases;Senegal;3/12/2015;1
Cases;Guinea;3/12/2015;3805
Deaths;Guinea;3/12/2015;2536
Deaths;Italy;3/12/2015;0
Cases;Italy;3/12/2015;1
Deaths;Liberia;3/12/2015;4806
Cases;Liberia;3/12/2015;10666
Cases;Liberia 2;3/12/2015;9
Deaths;Liberia 2;3/12/2015;3
Deaths;Mali;3/12/2015;6
Cases;Mali;3/12/2015;8
Cases;Nigeria;3/12/2015;20
Deaths;Nigeria;3/12/2015;8
Deaths;Sierra Leone;3/12/2015;3955
Cases;Sierra Leone;3/12/2015;14122
Cases;Spain;3/12/2015;1
Deaths;Spain;3/12/2015;0
Deaths;United Kingdom;3/12/2015;0
Cases;United Kingdom;3/12/2015;1
Cases;United States of America;3/12/2015;4
Deaths;United States of America;3/12/2015;1
Deaths;Senegal;3/12/2015;0
Cases;Senegal;9/12/2015;1
Deaths;Guinea;9/12/2015;2536
Cases;Guinea;9/12/2015;3804
Deaths;Italy;9/12/2015;0
Cases;Italy;9/12/2015;1
Cases;Liberia;9/12/2015;10666
Deaths;Liberia;9/12/2015;4806
Cases;Liberia 2;9/12/2015;9
Deaths;Liberia 2;9/12/2015;3
Deaths;Mali;9/12/2015;6
Cases;Mali;9/12/2015;8
Cases;Nigeria;9/12/2015;20
Deaths;Nigeria;9/12/2015;8
Cases;Sierra Leone;9/12/2015;14122
Deaths;Sierra Leone;9/12/2015;3955
Cases;Spain;9/12/2015;1
Deaths;Spain;9/12/2015;0
Deaths;United Kingdom;9/12/2015;0
Cases;United Kingdom;9/12/2015;1
Cases;United States of America;9/12/2015;4
Deaths;United States of America;9/12/2015;1
Deaths;Senegal;9/12/2015;0
Cases;Senegal;10/12/2015;1
Cases;Guinea;10/12/2015;3804
Deaths;Guinea;10/12/2015;2536
Deaths;Italy;10/12/2015;0
Cases;Italy;10/12/2015;1
Cases;Liberia;10/12/2015;10666
Deaths;Liberia;10/12/2015;4806
Cases;Liberia 2;10/12/2015;9
Deaths;Liberia 2;10/12/2015;3
Deaths;Mali;10/12/2015;6
Cases;Mali;10/12/2015;8
Cases;Nigeria;10/12/2015;20
Deaths;Nigeria;10/12/2015;8
Cases;Sierra Leone;10/12/2015;14122
Deaths;Sierra Leone;10/12/2015;3955
Cases;Spain;10/12/2015;1
Deaths;Spain;10/12/2015;0
Deaths;United Kingdom;10/12/2015;0
Cases;United Kingdom;10/12/2015;1
Cases;United States of America;10/12/2015;4
Deaths;United States of America;10/12/2015;1
Deaths;Senegal;10/12/2015;0
Cases;Senegal;11/12/2015;1
Cases;Guinea;11/12/2015;3804
Deaths;Guinea;11/12/2015;2536
Deaths;Italy;11/12/2015;0
Cases;Italy;11/12/2015;1
Deaths;Liberia;11/12/2015;4806
Cases;Liberia;11/12/2015;10666
Cases;Liberia 2;11/12/2015;9
Deaths;Liberia 2;11/12/2015;3
Deaths;Mali;11/12/2015;6
Cases;Mali;11/12/2015;8
Cases;Nigeria;11/12/2015;20
Deaths;Nigeria;11/12/2015;8
Deaths;Sierra Leone;11/12/2015;3955
Cases;Sierra Leone;11/12/2015;14122
Cases;Spain;11/12/2015;1
Deaths;Spain;11/12/2015;0
Deaths;United Kingdom;11/12/2015;0
Cases;United Kingdom;11/12/2015;1
Cases;United States of America;11/12/2015;4
Deaths;United States of America;11/12/2015;1
Deaths;Senegal;11/12/2015;0
Cases;Senegal;15/12/2015;1
Cases;Guinea;15/12/2015;3807
Deaths;Guinea;15/12/2015;2536
Deaths;Italy;15/12/2015;0
Cases;Italy;15/12/2015;1
Cases;Liberia;15/12/2015;10666
Deaths;Liberia;15/12/2015;4806
Cases;Liberia 2;15/12/2015;9
Deaths;Liberia 2;15/12/2015;3
Deaths;Mali;15/12/2015;6
Cases;Mali;15/12/2015;8
Cases;Nigeria;15/12/2015;20
Deaths;Nigeria;15/12/2015;8
Cases;Sierra Leone;15/12/2015;14122
Deaths;Sierra Leone;15/12/2015;3955
Cases;Spain;15/12/2015;1
Deaths;Spain;15/12/2015;0
Deaths;United Kingdom;15/12/2015;0
Cases;United Kingdom;15/12/2015;1
Cases;United States of America;15/12/2015;4
Deaths;United States of America;15/12/2015;1
Deaths;Senegal;15/12/2015;0
Cases;Senegal;16/12/2015;1
Deaths;Guinea;16/12/2015;2536
Cases;Guinea;16/12/2015;3807
Deaths;Italy;16/12/2015;0
Cases;Italy;16/12/2015;1
Cases;Liberia;16/12/2015;10666
Deaths;Liberia;16/12/2015;4806
Cases;Liberia 2;16/12/2015;9
Deaths;Liberia 2;16/12/2015;3
Deaths;Mali;16/12/2015;6
Cases;Mali;16/12/2015;8
Cases;Nigeria;16/12/2015;20
Deaths;Nigeria;16/12/2015;8
Deaths;Sierra Leone;16/12/2015;3955
Cases;Sierra Leone;16/12/2015;14122
Cases;Spain;16/12/2015;1
Deaths;Spain;16/12/2015;0
Deaths;United Kingdom;16/12/2015;0
Cases;United Kingdom;16/12/2015;1
Cases;United States of America;16/12/2015;4
Deaths;United States of America;16/12/2015;1
Deaths;Senegal;16/12/2015;0
Cases;Senegal;17/12/2015;1
Deaths;Guinea;17/12/2015;2536
Cases;Guinea;17/12/2015;3805
Deaths;Italy;17/12/2015;0
Cases;Italy;17/12/2015;1
Deaths;Liberia;17/12/2015;4806
Cases;Liberia;17/12/2015;10666
Deaths;Liberia 2;17/12/2015;3
Cases;Liberia 2;17/12/2015;9
Deaths;Mali;17/12/2015;6
Cases;Mali;17/12/2015;8
Cases;Nigeria;17/12/2015;20
Deaths;Nigeria;17/12/2015;8
Deaths;Sierra Leone;17/12/2015;3955
Cases;Sierra Leone;17/12/2015;14122
Cases;Spain;17/12/2015;1
Deaths;Spain;17/12/2015;0
Deaths;United Kingdom;17/12/2015;0
Cases;United Kingdom;17/12/2015;1
Cases;United States of America;17/12/2015;4
Deaths;United States of America;17/12/2015;1
Deaths;Senegal;17/12/2015;0
Cases;Senegal;22/12/2015;1
Cases;Guinea;22/12/2015;3804
Deaths;Guinea;22/12/2015;2536
Deaths;Italy;22/12/2015;0
Cases;Italy;22/12/2015;1
Deaths;Liberia;22/12/2015;4806
Cases;Liberia;22/12/2015;10666
Cases;Liberia 2;22/12/2015;9
Deaths;Liberia 2;22/12/2015;3
Deaths;Mali;22/12/2015;6
Cases;Mali;22/12/2015;8
Cases;Nigeria;22/12/2015;20
Deaths;Nigeria;22/12/2015;8
Deaths;Sierra Leone;22/12/2015;3955
Cases;Sierra Leone;22/12/2015;14122
Cases;Spain;22/12/2015;1
Deaths;Spain;22/12/2015;0
Deaths;United Kingdom;22/12/2015;0
Cases;United Kingdom;22/12/2015;1
Cases;United States of America;22/12/2015;4
Deaths;United States of America;22/12/2015;1
Deaths;Senegal;22/12/2015;0
Cases;Senegal;23/12/2015;1
Deaths;Guinea;23/12/2015;2536
Cases;Guinea;23/12/2015;3804
Deaths;Italy;23/12/2015;0
Cases;Italy;23/12/2015;1
Deaths;Liberia;23/12/2015;4806
Cases;Liberia;23/12/2015;10666
Cases;Liberia 2;23/12/2015;9
Deaths;Liberia 2;23/12/2015;3
Deaths;Mali;23/12/2015;6
Cases;Mali;23/12/2015;8
Cases;Nigeria;23/12/2015;20
Deaths;Nigeria;23/12/2015;8
Deaths;Sierra Leone;23/12/2015;3955
Cases;Sierra Leone;23/12/2015;14122
Cases;Spain;23/12/2015;1
Deaths;Spain;23/12/2015;0
Deaths;United Kingdom;23/12/2015;0
Cases;United Kingdom;23/12/2015;1
Cases;United States of America;23/12/2015;4
Deaths;United States of America;23/12/2015;1
Deaths;Senegal;23/12/2015;0
Cases;Senegal;29/12/2015;1
Deaths;Guinea;29/12/2015;2536
Cases;Guinea;29/12/2015;3804
Deaths;Italy;29/12/2015;0
Cases;Italy;29/12/2015;1
Cases;Liberia;29/12/2015;10666
Deaths;Liberia;29/12/2015;4806
Deaths;Liberia 2;29/12/2015;3
Cases;Liberia 2;29/12/2015;9
Deaths;Mali;29/12/2015;6
Cases;Mali;29/12/2015;8
Cases;Nigeria;29/12/2015;20
Deaths;Nigeria;29/12/2015;8
Cases;Sierra Leone;29/12/2015;14122
Deaths;Sierra Leone;29/12/2015;3955
Cases;Spain;29/12/2015;1
Deaths;Spain;29/12/2015;0
Deaths;United Kingdom;29/12/2015;0
Cases;United Kingdom;29/12/2015;1
Cases;United States of America;29/12/2015;4
Deaths;United States of America;29/12/2015;1
Deaths;Senegal;29/12/2015;0
Cases;Senegal;23/03/2016;1
Cases;Guinea;23/03/2016;3804
Deaths;Guinea;23/03/2016;2536
Cases;Guinea 2;23/03/2016;5
Deaths;Guinea 2;23/03/2016;4
Deaths;Italy;23/03/2016;0
Cases;Italy;23/03/2016;1
Cases;Liberia;23/03/2016;10666
Deaths;Liberia;23/03/2016;4806
Cases;Liberia 2;23/03/2016;9
Deaths;Liberia 2;23/03/2016;3
Deaths;Mali;23/03/2016;6
Cases;Mali;23/03/2016;8
Cases;Nigeria;23/03/2016;20
Deaths;Nigeria;23/03/2016;8
Deaths;Senegal;23/03/2016;0
Cases;Sierra Leone;23/03/2016;14122
Deaths;Sierra Leone;23/03/2016;3955
Cases;Spain;23/03/2016;1
Deaths;Spain;23/03/2016;0
Deaths;United Kingdom;23/03/2016;0
Cases;United Kingdom;23/03/2016;1
Cases;United States of America;23/03/2016;4
Deaths;United States of America;23/03/2016;1
