Indicator;Country;Date;value
Deaths;Italy;1/06/2015;0
Cases;Italy;1/06/2015;1
Cases;Liberia;1/06/2015;10666
Deaths;Liberia;1/06/2015;4806
Deaths;Mali;1/06/2015;6
Cases;Mali;1/06/2015;8
Cases;Nigeria;1/06/2015;20
Deaths;Nigeria;1/06/2015;8
Cases;Sierra Leone;1/06/2015;12816
Deaths;Sierra Leone;1/06/2015;3911
Cases;Spain;1/06/2015;1
Deaths;Spain;1/06/2015;0
Deaths;United Kingdom;1/06/2015;0
Cases;United Kingdom;1/06/2015;1
Cases;United States of America;1/06/2015;4
Deaths;United States of America;1/06/2015;1
Deaths;Senegal;1/06/2015;0
Cases;Senegal;2/06/2015;1
Cases;Guinea;2/06/2015;3652
Deaths;Guinea;2/06/2015;2429
Deaths;Italy;2/06/2015;0
Cases;Italy;2/06/2015;1
Cases;Liberia;2/06/2015;10666
Deaths;Liberia;2/06/2015;4806
Deaths;Mali;2/06/2015;6
Cases;Mali;2/06/2015;8
Cases;Nigeria;2/06/2015;20
Deaths;Nigeria;2/06/2015;8
Cases;Sierra Leone;2/06/2015;12827
Deaths;Sierra Leone;2/06/2015;3912
Cases;Spain;2/06/2015;1
Deaths;Spain;2/06/2015;0
Deaths;United Kingdom;2/06/2015;0
Cases;United Kingdom;2/06/2015;1
Cases;United States of America;2/06/2015;4
Deaths;United States of America;2/06/2015;1
Deaths;Senegal;2/06/2015;0
Cases;Senegal;3/06/2015;1
Cases;Guinea;3/06/2015;3652
Deaths;Guinea;3/06/2015;2429
Deaths;Italy;3/06/2015;0
Cases;Italy;3/06/2015;1
Cases;Liberia;3/06/2015;10666
Deaths;Liberia;3/06/2015;4806
Deaths;Mali;3/06/2015;6
Cases;Mali;3/06/2015;8
Cases;Nigeria;3/06/2015;20
Deaths;Nigeria;3/06/2015;8
Cases;Sierra Leone;3/06/2015;12827
Deaths;Sierra Leone;3/06/2015;3912
Cases;Spain;3/06/2015;1
Deaths;Spain;3/06/2015;0
Deaths;United Kingdom;3/06/2015;0
Cases;United Kingdom;3/06/2015;1
Cases;United States of America;3/06/2015;4
Deaths;United States of America;3/06/2015;1
Deaths;Senegal;3/06/2015;0
Cases;Senegal;4/06/2015;1
Cases;Guinea;4/06/2015;3657
Deaths;Guinea;4/06/2015;2431
Deaths;Italy;4/06/2015;0
Cases;Italy;4/06/2015;1
Cases;Liberia;4/06/2015;10666
Deaths;Liberia;4/06/2015;4806
Deaths;Mali;4/06/2015;6
Cases;Mali;4/06/2015;8
Cases;Nigeria;4/06/2015;20
Deaths;Nigeria;4/06/2015;8
Cases;Sierra Leone;4/06/2015;12850
Deaths;Sierra Leone;4/06/2015;3912
Cases;Spain;4/06/2015;1
Deaths;Spain;4/06/2015;0
Deaths;United Kingdom;4/06/2015;0
Cases;United Kingdom;4/06/2015;1
Cases;United States of America;4/06/2015;4
Deaths;United States of America;4/06/2015;1
Deaths;Senegal;4/06/2015;0
Cases;Senegal;5/06/2015;1
Cases;Guinea;5/06/2015;3664
Deaths;Guinea;5/06/2015;2431
Deaths;Italy;5/06/2015;0
Cases;Italy;5/06/2015;1
Cases;Liberia;5/06/2015;10666
Deaths;Liberia;5/06/2015;4806
Deaths;Mali;5/06/2015;6
Cases;Mali;5/06/2015;8
Cases;Nigeria;5/06/2015;20
Deaths;Nigeria;5/06/2015;8
Cases;Sierra Leone;5/06/2015;12859
Deaths;Sierra Leone;5/06/2015;3912
Cases;Spain;5/06/2015;1
Deaths;Spain;5/06/2015;0
Deaths;United Kingdom;5/06/2015;0
Cases;United Kingdom;5/06/2015;1
Cases;United States of America;5/06/2015;4
Deaths;United States of America;5/06/2015;1
Deaths;Senegal;5/06/2015;0
Cases;Senegal;8/06/2015;1
Cases;Guinea;8/06/2015;3669
Deaths;Guinea;8/06/2015;2435
Deaths;Italy;8/06/2015;0
Cases;Italy;8/06/2015;1
Cases;Liberia;8/06/2015;10666
Deaths;Liberia;8/06/2015;4806
Deaths;Mali;8/06/2015;6
Cases;Mali;8/06/2015;8
Cases;Nigeria;8/06/2015;20
Deaths;Nigeria;8/06/2015;8
Cases;Sierra Leone;8/06/2015;12884
Deaths;Sierra Leone;8/06/2015;3913
Cases;Spain;8/06/2015;1
Deaths;Spain;8/06/2015;0
Deaths;United Kingdom;8/06/2015;0
Cases;United Kingdom;8/06/2015;1
Cases;United States of America;8/06/2015;4
Deaths;United States of America;8/06/2015;1
Deaths;Senegal;8/06/2015;0
Cases;Senegal;9/06/2015;1
Cases;Guinea;9/06/2015;3670
Deaths;Guinea;9/06/2015;2437
Deaths;Italy;9/06/2015;0
Cases;Italy;9/06/2015;1
Cases;Liberia;9/06/2015;10666
Deaths;Liberia;9/06/2015;4806
Deaths;Mali;9/06/2015;6
Cases;Mali;9/06/2015;8
Cases;Nigeria;9/06/2015;20
Deaths;Nigeria;9/06/2015;8
Cases;Sierra Leone;9/06/2015;12901
Deaths;Sierra Leone;9/06/2015;3915
Cases;Spain;9/06/2015;1
Deaths;Spain;9/06/2015;0
Deaths;United Kingdom;9/06/2015;0
Cases;United Kingdom;9/06/2015;1
Cases;United States of America;9/06/2015;4
Deaths;United States of America;9/06/2015;1
Deaths;Senegal;9/06/2015;0
Cases;Senegal;10/06/2015;1
Cases;Guinea;10/06/2015;3670
Deaths;Guinea;10/06/2015;2437
Deaths;Italy;10/06/2015;0
Cases;Italy;10/06/2015;1
Deaths;Liberia;10/06/2015;4806
Cases;Liberia;10/06/2015;10666
Deaths;Mali;10/06/2015;6
Cases;Mali;10/06/2015;8
Cases;Nigeria;10/06/2015;20
Deaths;Nigeria;10/06/2015;8
Deaths;Sierra Leone;10/06/2015;3915
Cases;Sierra Leone;10/06/2015;12901
Cases;Spain;10/06/2015;1
Deaths;Spain;10/06/2015;0
Deaths;United Kingdom;10/06/2015;0
Cases;United Kingdom;10/06/2015;1
Cases;United States of America;10/06/2015;4
Deaths;United States of America;10/06/2015;1
Deaths;Senegal;10/06/2015;0
Cases;Senegal;11/06/2015;1
Cases;Guinea;11/06/2015;3674
Deaths;Guinea;11/06/2015;2440
Deaths;Italy;11/06/2015;0
Cases;Italy;11/06/2015;1
Cases;Liberia;11/06/2015;10666
Deaths;Liberia;11/06/2015;4806
Deaths;Mali;11/06/2015;6
Cases;Mali;11/06/2015;8
Cases;Nigeria;11/06/2015;20
Deaths;Nigeria;11/06/2015;8
Cases;Sierra Leone;11/06/2015;12911
Deaths;Sierra Leone;11/06/2015;3917
Cases;Spain;11/06/2015;1
Deaths;Spain;11/06/2015;0
Deaths;United Kingdom;11/06/2015;0
Cases;United Kingdom;11/06/2015;1
Cases;United States of America;11/06/2015;4
Deaths;United States of America;11/06/2015;1
Deaths;Senegal;11/06/2015;0
Cases;Senegal;12/06/2015;1
Cases;Guinea;12/06/2015;3677
Deaths;Guinea;12/06/2015;2440
Deaths;Italy;12/06/2015;0
Cases;Italy;12/06/2015;1
Cases;Liberia;12/06/2015;10666
Deaths;Liberia;12/06/2015;4806
Deaths;Mali;12/06/2015;6
Cases;Mali;12/06/2015;8
Cases;Nigeria;12/06/2015;20
Deaths;Nigeria;12/06/2015;8
Cases;Sierra Leone;12/06/2015;12932
Deaths;Sierra Leone;12/06/2015;3917
Cases;Spain;12/06/2015;1
Deaths;Spain;12/06/2015;0
Deaths;United Kingdom;12/06/2015;0
Cases;United Kingdom;12/06/2015;1
Cases;United States of America;12/06/2015;4
Deaths;United States of America;12/06/2015;1
Deaths;Senegal;12/06/2015;0
Cases;Senegal;15/06/2015;1
Cases;Guinea;15/06/2015;3677
Deaths;Guinea;15/06/2015;2443
Deaths;Italy;15/06/2015;0
Cases;Italy;15/06/2015;1
Cases;Liberia;15/06/2015;10666
Deaths;Liberia;15/06/2015;4806
Deaths;Mali;15/06/2015;6
Cases;Mali;15/06/2015;8
Cases;Nigeria;15/06/2015;20
Deaths;Nigeria;15/06/2015;8
Cases;Sierra Leone;15/06/2015;12962
Deaths;Sierra Leone;15/06/2015;3919
Cases;Spain;15/06/2015;1
Deaths;Spain;15/06/2015;0
Deaths;United Kingdom;15/06/2015;0
Cases;United Kingdom;15/06/2015;1
Cases;United States of America;15/06/2015;4
Deaths;United States of America;15/06/2015;1
Deaths;Senegal;15/06/2015;0
Cases;Senegal;16/06/2015;1
Cases;Guinea;16/06/2015;3678
Deaths;Guinea;16/06/2015;2444
Deaths;Italy;16/06/2015;0
Cases;Italy;16/06/2015;1
Cases;Liberia;16/06/2015;10666
Deaths;Liberia;16/06/2015;4806
Deaths;Mali;16/06/2015;6
Cases;Mali;16/06/2015;8
Cases;Nigeria;16/06/2015;20
Deaths;Nigeria;16/06/2015;8
Cases;Sierra Leone;16/06/2015;12965
Deaths;Sierra Leone;16/06/2015;3919
Cases;Spain;16/06/2015;1
Deaths;Spain;16/06/2015;0
Deaths;United Kingdom;16/06/2015;0
Cases;United Kingdom;16/06/2015;1
Cases;United States of America;16/06/2015;4
Deaths;United States of America;16/06/2015;1
Deaths;Senegal;16/06/2015;0
Cases;Senegal;17/06/2015;1
Cases;Guinea;17/06/2015;3674
Deaths;Guinea;17/06/2015;2444
Deaths;Italy;17/06/2015;0
Cases;Italy;17/06/2015;1
Cases;Liberia;17/06/2015;10666
Deaths;Liberia;17/06/2015;4806
Deaths;Mali;17/06/2015;6
Cases;Mali;17/06/2015;8
Cases;Nigeria;17/06/2015;20
Deaths;Nigeria;17/06/2015;8
Cases;Sierra Leone;17/06/2015;12965
Deaths;Sierra Leone;17/06/2015;3919
Cases;Spain;17/06/2015;1
Deaths;Spain;17/06/2015;0
Deaths;United Kingdom;17/06/2015;0
Cases;United Kingdom;17/06/2015;1
Cases;United States of America;17/06/2015;4
Deaths;United States of America;17/06/2015;1
Deaths;Senegal;17/06/2015;0
Cases;Senegal;18/06/2015;1
Cases;Guinea;18/06/2015;3675
Deaths;Guinea;18/06/2015;2445
Deaths;Italy;18/06/2015;0
Cases;Italy;18/06/2015;1
Cases;Liberia;18/06/2015;10666
Deaths;Liberia;18/06/2015;4806
Deaths;Mali;18/06/2015;6
Cases;Mali;18/06/2015;8
Cases;Nigeria;18/06/2015;20
Deaths;Nigeria;18/06/2015;8
Cases;Sierra Leone;18/06/2015;12990
Deaths;Sierra Leone;18/06/2015;3922
Cases;Spain;18/06/2015;1
Deaths;Spain;18/06/2015;0
Deaths;United Kingdom;18/06/2015;0
Cases;United Kingdom;18/06/2015;1
Cases;United States of America;18/06/2015;4
Deaths;United States of America;18/06/2015;1
Deaths;Senegal;18/06/2015;0
Cases;Senegal;19/06/2015;1
Cases;Guinea;19/06/2015;3674
Deaths;Guinea;19/06/2015;2446
Deaths;Italy;19/06/2015;0
Cases;Italy;19/06/2015;1
Cases;Liberia;19/06/2015;10666
Deaths;Liberia;19/06/2015;4806
Deaths;Mali;19/06/2015;6
Cases;Mali;19/06/2015;8
Cases;Nigeria;19/06/2015;20
Deaths;Nigeria;19/06/2015;8
Cases;Sierra Leone;19/06/2015;13012
Deaths;Sierra Leone;19/06/2015;3926
Cases;Spain;19/06/2015;1
Deaths;Spain;19/06/2015;0
Deaths;United Kingdom;19/06/2015;0
Cases;United Kingdom;19/06/2015;1
Cases;United States of America;19/06/2015;4
Deaths;United States of America;19/06/2015;1
Deaths;Senegal;19/06/2015;0
Cases;Senegal;22/06/2015;1
Cases;Guinea;22/06/2015;3698
Deaths;Guinea;22/06/2015;2456
Deaths;Italy;22/06/2015;0
Cases;Italy;22/06/2015;1
Cases;Liberia;22/06/2015;10666
Deaths;Liberia;22/06/2015;4806
Deaths;Mali;22/06/2015;6
Cases;Mali;22/06/2015;8
Cases;Nigeria;22/06/2015;20
Deaths;Nigeria;22/06/2015;8
Cases;Sierra Leone;22/06/2015;13051
Deaths;Sierra Leone;22/06/2015;3928
Cases;Spain;22/06/2015;1
Deaths;Spain;22/06/2015;0
Deaths;United Kingdom;22/06/2015;0
Cases;United Kingdom;22/06/2015;1
Cases;United States of America;22/06/2015;4
Deaths;United States of America;22/06/2015;1
Deaths;Senegal;22/06/2015;0
Cases;Senegal;23/06/2015;1
Cases;Guinea;23/06/2015;3718
Deaths;Guinea;23/06/2015;2473
Deaths;Italy;23/06/2015;0
Cases;Italy;23/06/2015;1
Cases;Liberia;23/06/2015;10666
Deaths;Liberia;23/06/2015;4806
Deaths;Mali;23/06/2015;6
Cases;Mali;23/06/2015;8
Cases;Nigeria;23/06/2015;20
Deaths;Nigeria;23/06/2015;8
Cases;Sierra Leone;23/06/2015;13059
Deaths;Sierra Leone;23/06/2015;3928
Cases;Spain;23/06/2015;1
Deaths;Spain;23/06/2015;0
Deaths;United Kingdom;23/06/2015;0
Cases;United Kingdom;23/06/2015;1
Cases;United States of America;23/06/2015;4
Deaths;United States of America;23/06/2015;1
Deaths;Senegal;23/06/2015;0
Cases;Senegal;24/06/2015;1
Cases;Guinea;24/06/2015;3718
Deaths;Guinea;24/06/2015;2473
Deaths;Italy;24/06/2015;0
Cases;Italy;24/06/2015;1
Cases;Liberia;24/06/2015;10666
Deaths;Liberia;24/06/2015;4806
Deaths;Mali;24/06/2015;6
Cases;Mali;24/06/2015;8
Cases;Nigeria;24/06/2015;20
Deaths;Nigeria;24/06/2015;8
Cases;Sierra Leone;24/06/2015;13059
Deaths;Sierra Leone;24/06/2015;3928
Cases;Spain;24/06/2015;1
Deaths;Spain;24/06/2015;0
Deaths;United Kingdom;24/06/2015;0
Cases;United Kingdom;24/06/2015;1
Cases;United States of America;24/06/2015;4
Deaths;United States of America;24/06/2015;1
Deaths;Senegal;24/06/2015;0
Cases;Senegal;25/06/2015;1
Cases;Guinea;25/06/2015;3718
Deaths;Guinea;25/06/2015;2480
Deaths;Italy;25/06/2015;0
Cases;Italy;25/06/2015;1
Cases;Liberia;25/06/2015;10666
Deaths;Liberia;25/06/2015;4806
Deaths;Mali;25/06/2015;6
Cases;Mali;25/06/2015;8
Cases;Nigeria;25/06/2015;20
Deaths;Nigeria;25/06/2015;8
Cases;Sierra Leone;25/06/2015;13083
Deaths;Sierra Leone;25/06/2015;3931
Cases;Spain;25/06/2015;1
Deaths;Spain;25/06/2015;0
Deaths;United Kingdom;25/06/2015;0
Cases;United Kingdom;25/06/2015;1
Cases;United States of America;25/06/2015;4
Deaths;United States of America;25/06/2015;1
Deaths;Senegal;25/06/2015;0
Cases;Senegal;26/06/2015;1
Cases;Guinea;26/06/2015;3720
Deaths;Guinea;26/06/2015;2480
Deaths;Italy;26/06/2015;0
Cases;Italy;26/06/2015;1
Cases;Liberia;26/06/2015;10666
Deaths;Liberia;26/06/2015;4806
Deaths;Mali;26/06/2015;6
Cases;Mali;26/06/2015;8
Cases;Nigeria;26/06/2015;20
Deaths;Nigeria;26/06/2015;8
Cases;Sierra Leone;26/06/2015;13093
Deaths;Sierra Leone;26/06/2015;3931
Cases;Spain;26/06/2015;1
Deaths;Spain;26/06/2015;0
Deaths;United Kingdom;26/06/2015;0
Cases;United Kingdom;26/06/2015;1
Cases;United States of America;26/06/2015;4
Deaths;United States of America;26/06/2015;1
Deaths;Senegal;26/06/2015;0
Cases;Senegal;29/06/2015;1
Cases;Guinea;29/06/2015;3724
Deaths;Guinea;29/06/2015;2482
Deaths;Italy;29/06/2015;0
Cases;Italy;29/06/2015;1
Cases;Liberia;29/06/2015;10666
Deaths;Liberia;29/06/2015;4806
Deaths;Mali;29/06/2015;6
Cases;Mali;29/06/2015;8
Cases;Nigeria;29/06/2015;20
Deaths;Nigeria;29/06/2015;8
Cases;Sierra Leone;29/06/2015;13115
Deaths;Sierra Leone;29/06/2015;3932
Cases;Spain;29/06/2015;1
Deaths;Spain;29/06/2015;0
Deaths;United Kingdom;29/06/2015;0
Cases;United Kingdom;29/06/2015;1
Cases;United States of America;29/06/2015;4
Deaths;United States of America;29/06/2015;1
Deaths;Senegal;29/06/2015;0
Cases;Senegal;30/06/2015;1
Cases;Guinea;30/06/2015;3729
Deaths;Guinea;30/06/2015;2482
Deaths;Italy;30/06/2015;0
Cases;Italy;30/06/2015;1
Cases;Liberia;30/06/2015;10666
Deaths;Liberia;30/06/2015;4806
Deaths;Mali;30/06/2015;6
Cases;Mali;30/06/2015;8
Cases;Nigeria;30/06/2015;20
Deaths;Nigeria;30/06/2015;8
Cases;Sierra Leone;30/06/2015;13119
Deaths;Sierra Leone;30/06/2015;3932
Cases;Spain;30/06/2015;1
Deaths;Spain;30/06/2015;0
Deaths;United Kingdom;30/06/2015;0
Cases;United Kingdom;30/06/2015;1
Cases;United States of America;30/06/2015;4
Deaths;United States of America;30/06/2015;1
Deaths;Senegal;30/06/2015;0
Cases;Senegal;1/07/2015;1
Cases;Guinea;1/07/2015;3729
Deaths;Guinea;1/07/2015;2482
Deaths;Italy;1/07/2015;0
Cases;Italy;1/07/2015;1
Cases;Liberia;1/07/2015;10666
Deaths;Liberia;1/07/2015;4806
Deaths;Mali;1/07/2015;6
Cases;Mali;1/07/2015;8
Cases;Nigeria;1/07/2015;20
Deaths;Nigeria;1/07/2015;8
Cases;Sierra Leone;1/07/2015;13119
Deaths;Sierra Leone;1/07/2015;3932
Cases;Spain;1/07/2015;1
Deaths;Spain;1/07/2015;0
Deaths;United Kingdom;1/07/2015;0
Cases;United Kingdom;1/07/2015;1
Cases;United States of America;1/07/2015;4
Deaths;United States of America;1/07/2015;1
Deaths;Senegal;1/07/2015;0
Cases;Senegal;2/07/2015;1
Cases;Guinea;2/07/2015;3745
Deaths;Guinea;2/07/2015;2490
Deaths;Italy;2/07/2015;0
Cases;Italy;2/07/2015;1
Cases;Liberia;2/07/2015;10666
Deaths;Liberia;2/07/2015;4806
Deaths;Mali;2/07/2015;6
Cases;Mali;2/07/2015;8
Cases;Nigeria;2/07/2015;20
Deaths;Nigeria;2/07/2015;8
Cases;Sierra Leone;2/07/2015;13129
Deaths;Sierra Leone;2/07/2015;3933
Cases;Spain;2/07/2015;1
Deaths;Spain;2/07/2015;0
Deaths;United Kingdom;2/07/2015;0
Cases;United Kingdom;2/07/2015;1
Cases;United States of America;2/07/2015;4
Deaths;United States of America;2/07/2015;1
Deaths;Senegal;2/07/2015;0
Cases;Senegal;3/07/2015;1
Deaths;Guinea;3/07/2015;2492
Cases;Guinea;3/07/2015;3750
Deaths;Italy;3/07/2015;0
Cases;Italy;3/07/2015;1
Deaths;Liberia;3/07/2015;4806
Cases;Liberia;3/07/2015;10666
Cases;Liberia 2;3/07/2015;40
Deaths;Liberia 2;3/07/2015;5
Deaths;Mali;3/07/2015;6
Cases;Mali;3/07/2015;8
Cases;Nigeria;3/07/2015;20
Deaths;Nigeria;3/07/2015;8
Deaths;Sierra Leone;3/07/2015;3935
Cases;Sierra Leone;3/07/2015;13135
Cases;Spain;3/07/2015;1
Deaths;Spain;3/07/2015;0
Deaths;United Kingdom;3/07/2015;0
Cases;United Kingdom;3/07/2015;1
Cases;United States of America;3/07/2015;4
Deaths;United States of America;3/07/2015;1
Deaths;Senegal;3/07/2015;0
Cases;Senegal;6/07/2015;1
Cases;Guinea;6/07/2015;3744
Deaths;Guinea;6/07/2015;2498
Deaths;Italy;6/07/2015;0
Cases;Italy;6/07/2015;1
Cases;Liberia;6/07/2015;10666
Deaths;Liberia;6/07/2015;4806
Deaths;Liberia 2;6/07/2015;1
Cases;Liberia 2;6/07/2015;4
Deaths;Mali;6/07/2015;6
Cases;Mali;6/07/2015;8
Cases;Nigeria;6/07/2015;20
Deaths;Nigeria;6/07/2015;8
Cases;Sierra Leone;6/07/2015;13150
Deaths;Sierra Leone;6/07/2015;3940
Cases;Spain;6/07/2015;1
Deaths;Spain;6/07/2015;0
Deaths;United Kingdom;6/07/2015;0
Cases;United Kingdom;6/07/2015;1
Cases;United States of America;6/07/2015;4
Deaths;United States of America;6/07/2015;1
Deaths;Senegal;6/07/2015;0
Cases;Senegal;7/07/2015;1
Deaths;Guinea;7/07/2015;2499
Cases;Guinea;7/07/2015;3748
Deaths;Italy;7/07/2015;0
Cases;Italy;7/07/2015;1
Deaths;Liberia;7/07/2015;4806
Cases;Liberia;7/07/2015;10666
Deaths;Liberia 2;7/07/2015;1
Cases;Liberia 2;7/07/2015;4
Deaths;Mali;7/07/2015;6
Cases;Mali;7/07/2015;8
Cases;Nigeria;7/07/2015;20
Deaths;Nigeria;7/07/2015;8
Deaths;Sierra Leone;7/07/2015;3940
Cases;Sierra Leone;7/07/2015;13155
Cases;Spain;7/07/2015;1
Deaths;Spain;7/07/2015;0
Deaths;United Kingdom;7/07/2015;0
Cases;United Kingdom;7/07/2015;1
Cases;United States of America;7/07/2015;4
Deaths;United States of America;7/07/2015;1
Deaths;Senegal;7/07/2015;0
Cases;Senegal;8/07/2015;1
Cases;Guinea;8/07/2015;3748
Deaths;Guinea;8/07/2015;2499
Deaths;Italy;8/07/2015;0
Cases;Italy;8/07/2015;1
Cases;Liberia;8/07/2015;10666
Deaths;Liberia;8/07/2015;4806
Deaths;Liberia 2;8/07/2015;1
Cases;Liberia 2;8/07/2015;4
Deaths;Mali;8/07/2015;6
Cases;Mali;8/07/2015;8
Cases;Nigeria;8/07/2015;20
Deaths;Nigeria;8/07/2015;8
Deaths;Sierra Leone;8/07/2015;3940
Cases;Sierra Leone;8/07/2015;13155
Cases;Spain;8/07/2015;1
Deaths;Spain;8/07/2015;0
Deaths;United Kingdom;8/07/2015;0
Cases;United Kingdom;8/07/2015;1
Cases;United States of America;8/07/2015;4
Deaths;United States of America;8/07/2015;1
Deaths;Senegal;8/07/2015;0
Cases;Senegal;9/07/2015;1
Cases;Guinea;9/07/2015;3744
Deaths;Guinea;9/07/2015;2505
Deaths;Italy;9/07/2015;0
Cases;Italy;9/07/2015;1
Cases;Liberia;9/07/2015;10666
Deaths;Liberia;9/07/2015;4806
Cases;Liberia 2;9/07/2015;6
Deaths;Liberia 2;9/07/2015;1
Deaths;Mali;9/07/2015;6
Cases;Mali;9/07/2015;8
Cases;Nigeria;9/07/2015;20
Deaths;Nigeria;9/07/2015;8
Cases;Sierra Leone;9/07/2015;13169
Deaths;Sierra Leone;9/07/2015;3941
Cases;Spain;9/07/2015;1
Deaths;Spain;9/07/2015;0
Deaths;United Kingdom;9/07/2015;0
Cases;United Kingdom;9/07/2015;1
Cases;United States of America;9/07/2015;4
Deaths;United States of America;9/07/2015;1
Deaths;Senegal;9/07/2015;0
Cases;Senegal;10/07/2015;1
Cases;Guinea;10/07/2015;3751
Deaths;Guinea;10/07/2015;2505
Deaths;Italy;10/07/2015;0
Cases;Italy;10/07/2015;1
Cases;Liberia;10/07/2015;10666
Deaths;Liberia;10/07/2015;4806
Cases;Liberia 2;10/07/2015;6
Deaths;Liberia 2;10/07/2015;1
Deaths;Mali;10/07/2015;6
Cases;Mali;10/07/2015;8
Cases;Nigeria;10/07/2015;20
Deaths;Nigeria;10/07/2015;8
Cases;Sierra Leone;10/07/2015;13177
Deaths;Sierra Leone;10/07/2015;3941
Cases;Spain;10/07/2015;1
Deaths;Spain;10/07/2015;0
Deaths;United Kingdom;10/07/2015;0
Cases;United Kingdom;10/07/2015;1
Cases;United States of America;10/07/2015;4
Deaths;United States of America;10/07/2015;1
Deaths;Senegal;10/07/2015;0
Cases;Senegal;13/07/2015;1
Cases;Guinea;13/07/2015;3754
Deaths;Guinea;13/07/2015;2506
Deaths;Italy;13/07/2015;0
Cases;Italy;13/07/2015;1
Cases;Liberia;13/07/2015;10666
Deaths;Liberia;13/07/2015;4806
Cases;Liberia 2;13/07/2015;6
Deaths;Liberia 2;13/07/2015;1
Deaths;Mali;13/07/2015;6
Cases;Mali;13/07/2015;8
Cases;Nigeria;13/07/2015;20
Deaths;Nigeria;13/07/2015;8
Cases;Sierra Leone;13/07/2015;13201
Deaths;Sierra Leone;13/07/2015;3946
Cases;Spain;13/07/2015;1
Deaths;Spain;13/07/2015;0
Deaths;United Kingdom;13/07/2015;0
Cases;United Kingdom;13/07/2015;1
Cases;United States of America;13/07/2015;4
Deaths;United States of America;13/07/2015;1
Deaths;Senegal;13/07/2015;0
Cases;Senegal;14/07/2015;1
Cases;Guinea;14/07/2015;3760
Deaths;Guinea;14/07/2015;2506
Deaths;Italy;14/07/2015;0
Cases;Italy;14/07/2015;1
Cases;Liberia;14/07/2015;10666
Deaths;Liberia;14/07/2015;4806
Cases;Liberia 2;14/07/2015;7
Deaths;Liberia 2;14/07/2015;2
Deaths;Mali;14/07/2015;6
Cases;Mali;14/07/2015;8
Cases;Nigeria;14/07/2015;20
Deaths;Nigeria;14/07/2015;8
Cases;Sierra Leone;14/07/2015;13209
Deaths;Sierra Leone;14/07/2015;3947
Cases;Spain;14/07/2015;1
Deaths;Spain;14/07/2015;0
Deaths;United Kingdom;14/07/2015;0
Cases;United Kingdom;14/07/2015;1
Cases;United States of America;14/07/2015;4
Deaths;United States of America;14/07/2015;1
Deaths;Senegal;14/07/2015;0
Cases;Senegal;15/07/2015;1
Deaths;Guinea;15/07/2015;2506
Cases;Guinea;15/07/2015;3760
Deaths;Italy;15/07/2015;0
Cases;Italy;15/07/2015;1
Deaths;Liberia;15/07/2015;4806
Cases;Liberia;15/07/2015;10666
Cases;Liberia 2;15/07/2015;7
Deaths;Liberia 2;15/07/2015;2
Deaths;Mali;15/07/2015;6
Cases;Mali;15/07/2015;8
Cases;Nigeria;15/07/2015;20
Deaths;Nigeria;15/07/2015;8
Cases;Sierra Leone;15/07/2015;13209
Deaths;Sierra Leone;15/07/2015;3947
Cases;Spain;15/07/2015;1
Deaths;Spain;15/07/2015;0
Deaths;United Kingdom;15/07/2015;0
Cases;United Kingdom;15/07/2015;1
Cases;United States of America;15/07/2015;4
Deaths;United States of America;15/07/2015;1
Deaths;Senegal;15/07/2015;0
Cases;Senegal;16/07/2015;1
Cases;Guinea;16/07/2015;3762
Deaths;Guinea;16/07/2015;2506
Deaths;Italy;16/07/2015;0
Cases;Italy;16/07/2015;1
Cases;Liberia;16/07/2015;10666
Deaths;Liberia;16/07/2015;4806
Cases;Liberia 2;16/07/2015;6
Deaths;Liberia 2;16/07/2015;2
Deaths;Mali;16/07/2015;6
Cases;Mali;16/07/2015;8
Cases;Nigeria;16/07/2015;20
Deaths;Nigeria;16/07/2015;8
Cases;Sierra Leone;16/07/2015;13209
Deaths;Sierra Leone;16/07/2015;3947
Cases;Spain;16/07/2015;1
Deaths;Spain;16/07/2015;0
Deaths;United Kingdom;16/07/2015;0
Cases;United Kingdom;16/07/2015;1
Cases;United States of America;16/07/2015;4
Deaths;United States of America;16/07/2015;1
Deaths;Senegal;16/07/2015;0
Cases;Senegal;17/07/2015;1
Cases;Guinea;17/07/2015;3770
Deaths;Guinea;17/07/2015;2509
Deaths;Italy;17/07/2015;0
Cases;Italy;17/07/2015;1
Cases;Liberia;17/07/2015;10666
Deaths;Liberia;17/07/2015;4806
Cases;Liberia 2;17/07/2015;7
Deaths;Liberia 2;17/07/2015;2
Deaths;Mali;17/07/2015;6
Cases;Mali;17/07/2015;8
Cases;Nigeria;17/07/2015;20
Deaths;Nigeria;17/07/2015;8
Cases;Sierra Leone;17/07/2015;13209
Deaths;Sierra Leone;17/07/2015;3947
Cases;Spain;17/07/2015;1
Deaths;Spain;17/07/2015;0
Deaths;United Kingdom;17/07/2015;0
Cases;United Kingdom;17/07/2015;1
Cases;United States of America;17/07/2015;4
Deaths;United States of America;17/07/2015;1
Deaths;Senegal;17/07/2015;0
Cases;Senegal;20/07/2015;1
Cases;Guinea;20/07/2015;3784
Deaths;Guinea;20/07/2015;2511
Deaths;Italy;20/07/2015;0
Cases;Italy;20/07/2015;1
Cases;Liberia;20/07/2015;10666
Deaths;Liberia;20/07/2015;4806
Cases;Liberia 2;20/07/2015;7
Deaths;Liberia 2;20/07/2015;2
Deaths;Mali;20/07/2015;6
Cases;Mali;20/07/2015;8
